	Cell type	Assay	Treatment	Assay type	Source	
1496	Duodenum_Mucosa	H3K36me3		Histone	Roadmap Epigenomics	E077-H3K36me3.narrowPeak.gz
1497	Duodenum_Mucosa	H3K4me1		Histone	Roadmap Epigenomics	E077-H3K4me1.narrowPeak.gz
1498	Duodenum_Mucosa	H3K4me3		Histone	Roadmap Epigenomics	E077-H3K4me3.narrowPeak.gz
1499	Duodenum_Mucosa	H3K9ac		Histone	Roadmap Epigenomics	E077-H3K9ac.narrowPeak.gz
1500	Duodenum_Mucosa	H3K9me3		Histone	Roadmap Epigenomics	E077-H3K9me3.narrowPeak.gz
1501	Duodenum_Smooth_Muscle	H3K27ac		Histone	Roadmap Epigenomics	E078-H3K27ac.narrowPeak.gz
1502	Duodenum_Smooth_Muscle	H3K27me3		Histone	Roadmap Epigenomics	E078-H3K27me3.narrowPeak.gz
1503	Duodenum_Smooth_Muscle	H3K36me3		Histone	Roadmap Epigenomics	E078-H3K36me3.narrowPeak.gz
1504	Duodenum_Smooth_Muscle	H3K4me1		Histone	Roadmap Epigenomics	E078-H3K4me1.narrowPeak.gz
1505	Duodenum_Smooth_Muscle	H3K4me3		Histone	Roadmap Epigenomics	E078-H3K4me3.narrowPeak.gz
1506	Duodenum_Smooth_Muscle	H3K9me3		Histone	Roadmap Epigenomics	E078-H3K9me3.narrowPeak.gz
1507	Esophagus	H3K27ac		Histone	Roadmap Epigenomics	E079-H3K27ac.narrowPeak.gz
1508	Esophagus	H3K27me3		Histone	Roadmap Epigenomics	E079-H3K27me3.narrowPeak.gz
1509	Esophagus	H3K36me3		Histone	Roadmap Epigenomics	E079-H3K36me3.narrowPeak.gz
1510	Esophagus	H3K4me1		Histone	Roadmap Epigenomics	E079-H3K4me1.narrowPeak.gz
1511	Esophagus	H3K4me3		Histone	Roadmap Epigenomics	E079-H3K4me3.narrowPeak.gz
1512	Esophagus	H3K9me3		Histone	Roadmap Epigenomics	E079-H3K9me3.narrowPeak.gz
1513	Fetal_Adrenal_Gland	DNase.all.peaks		DNase	Roadmap Epigenomics	E080-DNase.all.peaks.bed.gz
1514	Fetal_Adrenal_Gland	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E080-DNase.fdr0.01.hot.bed.gz
1515	Fetal_Adrenal_Gland	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E080-DNase.fdr0.01.peaks.bed.gz
1516	Fetal_Adrenal_Gland	DNase.hot		DNase	Roadmap Epigenomics	E080-DNase.hot.bed.gz
1517	Fetal_Adrenal_Gland	DNase		DNase	Roadmap Epigenomics	E080-DNase.narrowPeak.gz
1518	Fetal_Adrenal_Gland	H3K27ac		Histone	Roadmap Epigenomics	E080-H3K27ac.narrowPeak.gz
1519	Fetal_Adrenal_Gland	H3K27me3		Histone	Roadmap Epigenomics	E080-H3K27me3.narrowPeak.gz
1520	Fetal_Adrenal_Gland	H3K36me3		Histone	Roadmap Epigenomics	E080-H3K36me3.narrowPeak.gz
1521	Fetal_Adrenal_Gland	H3K4me1		Histone	Roadmap Epigenomics	E080-H3K4me1.narrowPeak.gz
1522	Fetal_Adrenal_Gland	H3K4me3		Histone	Roadmap Epigenomics	E080-H3K4me3.narrowPeak.gz
1523	Fetal_Adrenal_Gland	H3K9me3		Histone	Roadmap Epigenomics	E080-H3K9me3.narrowPeak.gz
1524	Fetal_Brain_Male	DNase.all.peaks		DNase	Roadmap Epigenomics	E081-DNase.all.peaks.bed.gz
1525	Fetal_Brain_Male	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E081-DNase.fdr0.01.hot.bed.gz
1526	Fetal_Brain_Male	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E081-DNase.fdr0.01.peaks.bed.gz
1527	Fetal_Brain_Male	DNase.hot		DNase	Roadmap Epigenomics	E081-DNase.hot.bed.gz
1528	Fetal_Brain_Male	DNase		DNase	Roadmap Epigenomics	E081-DNase.narrowPeak.gz
1529	Fetal_Brain_Male	H3K27me3		Histone	Roadmap Epigenomics	E081-H3K27me3.narrowPeak.gz
1530	Fetal_Brain_Male	H3K36me3		Histone	Roadmap Epigenomics	E081-H3K36me3.narrowPeak.gz
1531	Fetal_Brain_Male	H3K4me1		Histone	Roadmap Epigenomics	E081-H3K4me1.narrowPeak.gz
1532	Fetal_Brain_Male	H3K4me3		Histone	Roadmap Epigenomics	E081-H3K4me3.narrowPeak.gz
1533	Fetal_Brain_Male	H3K9me3		Histone	Roadmap Epigenomics	E081-H3K9me3.narrowPeak.gz
1534	Fetal_Brain_Female	DNase.all.peaks		DNase	Roadmap Epigenomics	E082-DNase.all.peaks.bed.gz
1535	Fetal_Brain_Female	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E082-DNase.fdr0.01.hot.bed.gz
1536	Fetal_Brain_Female	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E082-DNase.fdr0.01.peaks.bed.gz
1537	Fetal_Brain_Female	DNase.hot		DNase	Roadmap Epigenomics	E082-DNase.hot.bed.gz
1538	Fetal_Brain_Female	DNase		DNase	Roadmap Epigenomics	E082-DNase.narrowPeak.gz
1539	Fetal_Brain_Female	H3K27me3		Histone	Roadmap Epigenomics	E082-H3K27me3.narrowPeak.gz
1540	Fetal_Brain_Female	H3K36me3		Histone	Roadmap Epigenomics	E082-H3K36me3.narrowPeak.gz
1541	Fetal_Brain_Female	H3K4me1		Histone	Roadmap Epigenomics	E082-H3K4me1.narrowPeak.gz
1542	Fetal_Brain_Female	H3K4me3		Histone	Roadmap Epigenomics	E082-H3K4me3.narrowPeak.gz
1543	Fetal_Brain_Female	H3K9me3		Histone	Roadmap Epigenomics	E082-H3K9me3.narrowPeak.gz
1544	Fetal_Heart	DNase.all.peaks		DNase	Roadmap Epigenomics	E083-DNase.all.peaks.bed.gz
1545	Fetal_Heart	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E083-DNase.fdr0.01.hot.bed.gz
1546	Fetal_Heart	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E083-DNase.fdr0.01.peaks.bed.gz
1547	Fetal_Heart	DNase.hot		DNase	Roadmap Epigenomics	E083-DNase.hot.bed.gz
1548	Fetal_Heart	DNase		DNase	Roadmap Epigenomics	E083-DNase.narrowPeak.gz
1549	Fetal_Heart	H3K27me3		Histone	Roadmap Epigenomics	E083-H3K27me3.narrowPeak.gz
1550	Fetal_Heart	H3K36me3		Histone	Roadmap Epigenomics	E083-H3K36me3.narrowPeak.gz
1551	Fetal_Heart	H3K4me1		Histone	Roadmap Epigenomics	E083-H3K4me1.narrowPeak.gz
1552	Fetal_Heart	H3K4me3		Histone	Roadmap Epigenomics	E083-H3K4me3.narrowPeak.gz
1553	Fetal_Heart	H3K9ac		Histone	Roadmap Epigenomics	E083-H3K9ac.narrowPeak.gz
1554	Fetal_Heart	H3K9me3		Histone	Roadmap Epigenomics	E083-H3K9me3.narrowPeak.gz
1555	Fetal_Intestine_Large	DNase.all.peaks		DNase	Roadmap Epigenomics	E084-DNase.all.peaks.bed.gz
1556	Fetal_Intestine_Large	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E084-DNase.fdr0.01.hot.bed.gz
1557	Fetal_Intestine_Large	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E084-DNase.fdr0.01.peaks.bed.gz
1558	Fetal_Intestine_Large	DNase.hot		DNase	Roadmap Epigenomics	E084-DNase.hot.bed.gz
1559	Fetal_Intestine_Large	DNase		DNase	Roadmap Epigenomics	E084-DNase.narrowPeak.gz
1560	Fetal_Intestine_Large	H3K27ac		Histone	Roadmap Epigenomics	E084-H3K27ac.narrowPeak.gz
1561	Fetal_Intestine_Large	H3K27me3		Histone	Roadmap Epigenomics	E084-H3K27me3.narrowPeak.gz
1562	Fetal_Intestine_Large	H3K36me3		Histone	Roadmap Epigenomics	E084-H3K36me3.narrowPeak.gz
1563	Fetal_Intestine_Large	H3K4me1		Histone	Roadmap Epigenomics	E084-H3K4me1.narrowPeak.gz
1564	Fetal_Intestine_Large	H3K4me3		Histone	Roadmap Epigenomics	E084-H3K4me3.narrowPeak.gz
1565	Fetal_Intestine_Large	H3K9me3		Histone	Roadmap Epigenomics	E084-H3K9me3.narrowPeak.gz
1566	Fetal_Intestine_Small	DNase.all.peaks		DNase	Roadmap Epigenomics	E085-DNase.all.peaks.bed.gz
1567	Fetal_Intestine_Small	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E085-DNase.fdr0.01.hot.bed.gz
1568	Fetal_Intestine_Small	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E085-DNase.fdr0.01.peaks.bed.gz
1569	Fetal_Intestine_Small	DNase.hot		DNase	Roadmap Epigenomics	E085-DNase.hot.bed.gz
1570	Fetal_Intestine_Small	DNase		DNase	Roadmap Epigenomics	E085-DNase.narrowPeak.gz
1571	Fetal_Intestine_Small	H3K27ac		Histone	Roadmap Epigenomics	E085-H3K27ac.narrowPeak.gz
1572	Fetal_Intestine_Small	H3K27me3		Histone	Roadmap Epigenomics	E085-H3K27me3.narrowPeak.gz
1573	Fetal_Intestine_Small	H3K36me3		Histone	Roadmap Epigenomics	E085-H3K36me3.narrowPeak.gz
1574	Fetal_Intestine_Small	H3K4me1		Histone	Roadmap Epigenomics	E085-H3K4me1.narrowPeak.gz
1575	Fetal_Intestine_Small	H3K4me3		Histone	Roadmap Epigenomics	E085-H3K4me3.narrowPeak.gz
1576	Fetal_Intestine_Small	H3K9me3		Histone	Roadmap Epigenomics	E085-H3K9me3.narrowPeak.gz
1577	Fetal_Kidney	DNase.all.peaks		DNase	Roadmap Epigenomics	E086-DNase.all.peaks.bed.gz
1578	Fetal_Kidney	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E086-DNase.fdr0.01.hot.bed.gz
1579	Fetal_Kidney	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E086-DNase.fdr0.01.peaks.bed.gz
1580	Fetal_Kidney	DNase.hot		DNase	Roadmap Epigenomics	E086-DNase.hot.bed.gz
1581	Fetal_Kidney	DNase		DNase	Roadmap Epigenomics	E086-DNase.narrowPeak.gz
1582	Fetal_Kidney	H3K27me3		Histone	Roadmap Epigenomics	E086-H3K27me3.narrowPeak.gz
1583	Fetal_Kidney	H3K36me3		Histone	Roadmap Epigenomics	E086-H3K36me3.narrowPeak.gz
1584	Fetal_Kidney	H3K4me1		Histone	Roadmap Epigenomics	E086-H3K4me1.narrowPeak.gz
1585	Fetal_Kidney	H3K4me3		Histone	Roadmap Epigenomics	E086-H3K4me3.narrowPeak.gz
1586	Fetal_Kidney	H3K9ac		Histone	Roadmap Epigenomics	E086-H3K9ac.narrowPeak.gz
1587	Fetal_Kidney	H3K9me3		Histone	Roadmap Epigenomics	E086-H3K9me3.narrowPeak.gz
1588	Pancreatic_Islets	H3K27ac		Histone	Roadmap Epigenomics	E087-H3K27ac.narrowPeak.gz
1589	Pancreatic_Islets	H3K27me3		Histone	Roadmap Epigenomics	E087-H3K27me3.narrowPeak.gz
1590	Pancreatic_Islets	H3K36me3		Histone	Roadmap Epigenomics	E087-H3K36me3.narrowPeak.gz
1591	Pancreatic_Islets	H3K4me1		Histone	Roadmap Epigenomics	E087-H3K4me1.narrowPeak.gz
1592	Pancreatic_Islets	H3K4me3		Histone	Roadmap Epigenomics	E087-H3K4me3.narrowPeak.gz
1593	Pancreatic_Islets	H3K9ac		Histone	Roadmap Epigenomics	E087-H3K9ac.narrowPeak.gz
1594	Pancreatic_Islets	H3K9me3		Histone	Roadmap Epigenomics	E087-H3K9me3.narrowPeak.gz
1595	Fetal_Lung	DNase.all.peaks		DNase	Roadmap Epigenomics	E088-DNase.all.peaks.bed.gz
1596	Fetal_Lung	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E088-DNase.fdr0.01.hot.bed.gz
1597	Fetal_Lung	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E088-DNase.fdr0.01.peaks.bed.gz
1598	Fetal_Lung	DNase.hot		DNase	Roadmap Epigenomics	E088-DNase.hot.bed.gz
1599	Fetal_Lung	DNase		DNase	Roadmap Epigenomics	E088-DNase.narrowPeak.gz
1600	Fetal_Lung	H3K27me3		Histone	Roadmap Epigenomics	E088-H3K27me3.narrowPeak.gz
1601	Fetal_Lung	H3K36me3		Histone	Roadmap Epigenomics	E088-H3K36me3.narrowPeak.gz
1602	Fetal_Lung	H3K4me1		Histone	Roadmap Epigenomics	E088-H3K4me1.narrowPeak.gz
1603	Fetal_Lung	H3K4me3		Histone	Roadmap Epigenomics	E088-H3K4me3.narrowPeak.gz
1604	Fetal_Lung	H3K9ac		Histone	Roadmap Epigenomics	E088-H3K9ac.narrowPeak.gz
1605	Fetal_Lung	H3K9me3		Histone	Roadmap Epigenomics	E088-H3K9me3.narrowPeak.gz
1606	Fetal_Muscle_Trunk	DNase.all.peaks		DNase	Roadmap Epigenomics	E089-DNase.all.peaks.bed.gz
1607	Fetal_Muscle_Trunk	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E089-DNase.fdr0.01.hot.bed.gz
1608	Fetal_Muscle_Trunk	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E089-DNase.fdr0.01.peaks.bed.gz
1609	Fetal_Muscle_Trunk	DNase.hot		DNase	Roadmap Epigenomics	E089-DNase.hot.bed.gz
1610	Fetal_Muscle_Trunk	DNase		DNase	Roadmap Epigenomics	E089-DNase.narrowPeak.gz
1611	Fetal_Muscle_Trunk	H3K27ac		Histone	Roadmap Epigenomics	E089-H3K27ac.narrowPeak.gz
1612	Fetal_Muscle_Trunk	H3K27me3		Histone	Roadmap Epigenomics	E089-H3K27me3.narrowPeak.gz
1613	Fetal_Muscle_Trunk	H3K36me3		Histone	Roadmap Epigenomics	E089-H3K36me3.narrowPeak.gz
1614	Fetal_Muscle_Trunk	H3K4me1		Histone	Roadmap Epigenomics	E089-H3K4me1.narrowPeak.gz
1615	Fetal_Muscle_Trunk	H3K4me3		Histone	Roadmap Epigenomics	E089-H3K4me3.narrowPeak.gz
1616	Fetal_Muscle_Trunk	H3K9me3		Histone	Roadmap Epigenomics	E089-H3K9me3.narrowPeak.gz
1617	Fetal_Muscle_Leg	DNase.all.peaks		DNase	Roadmap Epigenomics	E090-DNase.all.peaks.bed.gz
1618	Fetal_Muscle_Leg	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E090-DNase.fdr0.01.hot.bed.gz
1619	Fetal_Muscle_Leg	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E090-DNase.fdr0.01.peaks.bed.gz
1620	Fetal_Muscle_Leg	DNase.hot		DNase	Roadmap Epigenomics	E090-DNase.hot.bed.gz
1621	Fetal_Muscle_Leg	DNase		DNase	Roadmap Epigenomics	E090-DNase.narrowPeak.gz
1622	Fetal_Muscle_Leg	H3K27ac		Histone	Roadmap Epigenomics	E090-H3K27ac.narrowPeak.gz
1623	Fetal_Muscle_Leg	H3K27me3		Histone	Roadmap Epigenomics	E090-H3K27me3.narrowPeak.gz
1624	Fetal_Muscle_Leg	H3K36me3		Histone	Roadmap Epigenomics	E090-H3K36me3.narrowPeak.gz
1625	Fetal_Muscle_Leg	H3K4me1		Histone	Roadmap Epigenomics	E090-H3K4me1.narrowPeak.gz
1626	Fetal_Muscle_Leg	H3K4me3		Histone	Roadmap Epigenomics	E090-H3K4me3.narrowPeak.gz
1627	Fetal_Muscle_Leg	H3K9me3		Histone	Roadmap Epigenomics	E090-H3K9me3.narrowPeak.gz
1628	Fetal_Placenta	DNase.all.peaks		DNase	Roadmap Epigenomics	E091-DNase.all.peaks.bed.gz
1629	Fetal_Placenta	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E091-DNase.fdr0.01.hot.bed.gz
1630	Fetal_Placenta	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E091-DNase.fdr0.01.peaks.bed.gz
1631	Fetal_Placenta	DNase.hot		DNase	Roadmap Epigenomics	E091-DNase.hot.bed.gz
1632	Fetal_Placenta	DNase		DNase	Roadmap Epigenomics	E091-DNase.narrowPeak.gz
1633	Fetal_Placenta	H3K27ac		Histone	Roadmap Epigenomics	E091-H3K27ac.narrowPeak.gz
1634	Fetal_Placenta	H3K27me3		Histone	Roadmap Epigenomics	E091-H3K27me3.narrowPeak.gz
1635	Fetal_Placenta	H3K36me3		Histone	Roadmap Epigenomics	E091-H3K36me3.narrowPeak.gz
1636	Fetal_Placenta	H3K4me1		Histone	Roadmap Epigenomics	E091-H3K4me1.narrowPeak.gz
1637	Fetal_Placenta	H3K4me3		Histone	Roadmap Epigenomics	E091-H3K4me3.narrowPeak.gz
1638	Fetal_Placenta	H3K9me3		Histone	Roadmap Epigenomics	E091-H3K9me3.narrowPeak.gz
1639	Fetal_Stomach	DNase.all.peaks		DNase	Roadmap Epigenomics	E092-DNase.all.peaks.bed.gz
1640	Fetal_Stomach	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E092-DNase.fdr0.01.hot.bed.gz
1641	Fetal_Stomach	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E092-DNase.fdr0.01.peaks.bed.gz
1642	Fetal_Stomach	DNase.hot		DNase	Roadmap Epigenomics	E092-DNase.hot.bed.gz
1643	Fetal_Stomach	DNase		DNase	Roadmap Epigenomics	E092-DNase.narrowPeak.gz
1644	Fetal_Stomach	H3K27ac		Histone	Roadmap Epigenomics	E092-H3K27ac.narrowPeak.gz
1645	Fetal_Stomach	H3K27me3		Histone	Roadmap Epigenomics	E092-H3K27me3.narrowPeak.gz
1646	Fetal_Stomach	H3K36me3		Histone	Roadmap Epigenomics	E092-H3K36me3.narrowPeak.gz
1647	Fetal_Stomach	H3K4me1		Histone	Roadmap Epigenomics	E092-H3K4me1.narrowPeak.gz
1648	Fetal_Stomach	H3K4me3		Histone	Roadmap Epigenomics	E092-H3K4me3.narrowPeak.gz
1649	Fetal_Stomach	H3K9me3		Histone	Roadmap Epigenomics	E092-H3K9me3.narrowPeak.gz
1650	Fetal_Thymus	DNase.all.peaks		DNase	Roadmap Epigenomics	E093-DNase.all.peaks.bed.gz
1651	Fetal_Thymus	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E093-DNase.fdr0.01.hot.bed.gz
1652	Fetal_Thymus	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E093-DNase.fdr0.01.peaks.bed.gz
1653	Fetal_Thymus	DNase.hot		DNase	Roadmap Epigenomics	E093-DNase.hot.bed.gz
1654	Fetal_Thymus	DNase		DNase	Roadmap Epigenomics	E093-DNase.narrowPeak.gz
1655	Fetal_Thymus	H3K27ac		Histone	Roadmap Epigenomics	E093-H3K27ac.narrowPeak.gz
1656	Fetal_Thymus	H3K27me3		Histone	Roadmap Epigenomics	E093-H3K27me3.narrowPeak.gz
1657	Fetal_Thymus	H3K36me3		Histone	Roadmap Epigenomics	E093-H3K36me3.narrowPeak.gz
1658	Fetal_Thymus	H3K4me1		Histone	Roadmap Epigenomics	E093-H3K4me1.narrowPeak.gz
1659	Fetal_Thymus	H3K4me3		Histone	Roadmap Epigenomics	E093-H3K4me3.narrowPeak.gz
1660	Fetal_Thymus	H3K9me3		Histone	Roadmap Epigenomics	E093-H3K9me3.narrowPeak.gz
1661	Gastric	DNase.all.peaks		DNase	Roadmap Epigenomics	E094-DNase.all.peaks.bed.gz
1662	Gastric	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E094-DNase.fdr0.01.hot.bed.gz
1663	Gastric	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E094-DNase.fdr0.01.peaks.bed.gz
1664	Gastric	DNase.hot		DNase	Roadmap Epigenomics	E094-DNase.hot.bed.gz
1665	Gastric	DNase		DNase	Roadmap Epigenomics	E094-DNase.narrowPeak.gz
1666	Gastric	H3K27ac		Histone	Roadmap Epigenomics	E094-H3K27ac.narrowPeak.gz
1667	Gastric	H3K27me3		Histone	Roadmap Epigenomics	E094-H3K27me3.narrowPeak.gz
1668	Gastric	H3K36me3		Histone	Roadmap Epigenomics	E094-H3K36me3.narrowPeak.gz
1669	Gastric	H3K4me1		Histone	Roadmap Epigenomics	E094-H3K4me1.narrowPeak.gz
1670	Gastric	H3K4me3		Histone	Roadmap Epigenomics	E094-H3K4me3.narrowPeak.gz
1671	Gastric	H3K9me3		Histone	Roadmap Epigenomics	E094-H3K9me3.narrowPeak.gz
1672	Left_Ventricle	H3K27ac		Histone	Roadmap Epigenomics	E095-H3K27ac.narrowPeak.gz
1673	Left_Ventricle	H3K27me3		Histone	Roadmap Epigenomics	E095-H3K27me3.narrowPeak.gz
1674	Left_Ventricle	H3K36me3		Histone	Roadmap Epigenomics	E095-H3K36me3.narrowPeak.gz
1675	Left_Ventricle	H3K4me1		Histone	Roadmap Epigenomics	E095-H3K4me1.narrowPeak.gz
1676	Left_Ventricle	H3K4me3		Histone	Roadmap Epigenomics	E095-H3K4me3.narrowPeak.gz
1677	Left_Ventricle	H3K9me3		Histone	Roadmap Epigenomics	E095-H3K9me3.narrowPeak.gz
1678	Lung	H3K27ac		Histone	Roadmap Epigenomics	E096-H3K27ac.narrowPeak.gz
1679	Lung	H3K27me3		Histone	Roadmap Epigenomics	E096-H3K27me3.narrowPeak.gz
1680	Lung	H3K36me3		Histone	Roadmap Epigenomics	E096-H3K36me3.narrowPeak.gz
1681	Lung	H3K4me1		Histone	Roadmap Epigenomics	E096-H3K4me1.narrowPeak.gz
1682	Lung	H3K4me3		Histone	Roadmap Epigenomics	E096-H3K4me3.narrowPeak.gz
1683	Lung	H3K9me3		Histone	Roadmap Epigenomics	E096-H3K9me3.narrowPeak.gz
1684	Ovary	DNase.all.peaks		DNase	Roadmap Epigenomics	E097-DNase.all.peaks.bed.gz
1685	Ovary	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E097-DNase.fdr0.01.hot.bed.gz
1686	Ovary	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E097-DNase.fdr0.01.peaks.bed.gz
1687	Ovary	DNase.hot		DNase	Roadmap Epigenomics	E097-DNase.hot.bed.gz
1688	Ovary	DNase		DNase	Roadmap Epigenomics	E097-DNase.narrowPeak.gz
1689	Ovary	H3K27ac		Histone	Roadmap Epigenomics	E097-H3K27ac.narrowPeak.gz
1690	Ovary	H3K27me3		Histone	Roadmap Epigenomics	E097-H3K27me3.narrowPeak.gz
1691	Ovary	H3K36me3		Histone	Roadmap Epigenomics	E097-H3K36me3.narrowPeak.gz
1692	Ovary	H3K4me1		Histone	Roadmap Epigenomics	E097-H3K4me1.narrowPeak.gz
1693	Ovary	H3K4me3		Histone	Roadmap Epigenomics	E097-H3K4me3.narrowPeak.gz
1694	Ovary	H3K9me3		Histone	Roadmap Epigenomics	E097-H3K9me3.narrowPeak.gz
1695	Pancreas	DNase.all.peaks		DNase	Roadmap Epigenomics	E098-DNase.all.peaks.bed.gz
1696	Pancreas	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E098-DNase.fdr0.01.hot.bed.gz
1697	Pancreas	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E098-DNase.fdr0.01.peaks.bed.gz
1698	Pancreas	DNase.hot		DNase	Roadmap Epigenomics	E098-DNase.hot.bed.gz
1699	Pancreas	DNase		DNase	Roadmap Epigenomics	E098-DNase.narrowPeak.gz
1700	Pancreas	H3K27ac		Histone	Roadmap Epigenomics	E098-H3K27ac.narrowPeak.gz
1701	Pancreas	H3K27me3		Histone	Roadmap Epigenomics	E098-H3K27me3.narrowPeak.gz
1702	Pancreas	H3K36me3		Histone	Roadmap Epigenomics	E098-H3K36me3.narrowPeak.gz
1703	Pancreas	H3K4me1		Histone	Roadmap Epigenomics	E098-H3K4me1.narrowPeak.gz
1704	Pancreas	H3K4me3		Histone	Roadmap Epigenomics	E098-H3K4me3.narrowPeak.gz
1705	Pancreas	H3K9me3		Histone	Roadmap Epigenomics	E098-H3K9me3.narrowPeak.gz
1706	Placenta_Amnion	H3K27ac		Histone	Roadmap Epigenomics	E099-H3K27ac.narrowPeak.gz
1707	Placenta_Amnion	H3K27me3		Histone	Roadmap Epigenomics	E099-H3K27me3.narrowPeak.gz
1708	Placenta_Amnion	H3K36me3		Histone	Roadmap Epigenomics	E099-H3K36me3.narrowPeak.gz
1709	Placenta_Amnion	H3K4me1		Histone	Roadmap Epigenomics	E099-H3K4me1.narrowPeak.gz
1710	Placenta_Amnion	H3K4me3		Histone	Roadmap Epigenomics	E099-H3K4me3.narrowPeak.gz
1711	Placenta_Amnion	H3K9me3		Histone	Roadmap Epigenomics	E099-H3K9me3.narrowPeak.gz
1712	Psoas_Muscle	DNase.all.peaks		DNase	Roadmap Epigenomics	E100-DNase.all.peaks.bed.gz
1713	Psoas_Muscle	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E100-DNase.fdr0.01.hot.bed.gz
1714	Psoas_Muscle	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E100-DNase.fdr0.01.peaks.bed.gz
1715	Psoas_Muscle	DNase.hot		DNase	Roadmap Epigenomics	E100-DNase.hot.bed.gz
1716	Psoas_Muscle	DNase		DNase	Roadmap Epigenomics	E100-DNase.narrowPeak.gz
1717	Psoas_Muscle	H3K27ac		Histone	Roadmap Epigenomics	E100-H3K27ac.narrowPeak.gz
1718	Psoas_Muscle	H3K27me3		Histone	Roadmap Epigenomics	E100-H3K27me3.narrowPeak.gz
1719	Psoas_Muscle	H3K36me3		Histone	Roadmap Epigenomics	E100-H3K36me3.narrowPeak.gz
1720	Psoas_Muscle	H3K4me1		Histone	Roadmap Epigenomics	E100-H3K4me1.narrowPeak.gz
1721	Psoas_Muscle	H3K4me3		Histone	Roadmap Epigenomics	E100-H3K4me3.narrowPeak.gz
1722	Psoas_Muscle	H3K9me3		Histone	Roadmap Epigenomics	E100-H3K9me3.narrowPeak.gz
1723	Rectal_Mucosa.Donor_29	H3K27ac		Histone	Roadmap Epigenomics	E101-H3K27ac.narrowPeak.gz
1724	Rectal_Mucosa.Donor_29	H3K27me3		Histone	Roadmap Epigenomics	E101-H3K27me3.narrowPeak.gz
1725	Rectal_Mucosa.Donor_29	H3K36me3		Histone	Roadmap Epigenomics	E101-H3K36me3.narrowPeak.gz
1726	Rectal_Mucosa.Donor_29	H3K4me1		Histone	Roadmap Epigenomics	E101-H3K4me1.narrowPeak.gz
1727	Rectal_Mucosa.Donor_29	H3K4me3		Histone	Roadmap Epigenomics	E101-H3K4me3.narrowPeak.gz
1728	Rectal_Mucosa.Donor_29	H3K9ac		Histone	Roadmap Epigenomics	E101-H3K9ac.narrowPeak.gz
1729	Rectal_Mucosa.Donor_29	H3K9me3		Histone	Roadmap Epigenomics	E101-H3K9me3.narrowPeak.gz
1730	Rectal_Mucosa.Donor_31	H3K27ac		Histone	Roadmap Epigenomics	E102-H3K27ac.narrowPeak.gz
1731	Rectal_Mucosa.Donor_31	H3K27me3		Histone	Roadmap Epigenomics	E102-H3K27me3.narrowPeak.gz
1732	Rectal_Mucosa.Donor_31	H3K36me3		Histone	Roadmap Epigenomics	E102-H3K36me3.narrowPeak.gz
1733	Rectal_Mucosa.Donor_31	H3K4me1		Histone	Roadmap Epigenomics	E102-H3K4me1.narrowPeak.gz
1734	Rectal_Mucosa.Donor_31	H3K4me3		Histone	Roadmap Epigenomics	E102-H3K4me3.narrowPeak.gz
1735	Rectal_Mucosa.Donor_31	H3K9ac		Histone	Roadmap Epigenomics	E102-H3K9ac.narrowPeak.gz
1736	Rectal_Mucosa.Donor_31	H3K9me3		Histone	Roadmap Epigenomics	E102-H3K9me3.narrowPeak.gz
1737	Rectal_Smooth_Muscle	H3K27ac		Histone	Roadmap Epigenomics	E103-H3K27ac.narrowPeak.gz
